UnitPrice,ShippingCost,Discount,Description,Year,Quarter,Month,DateofWeek,Hour,Country,PaymentMethod,Category,ShipmentProvider,WarehouseLocation,Quantity
60.77,5.8,0.21,Office Chair,2021,Q4,Nov,Sat,9,United Kingdom,Credit Card,Apparel,DHL,Amsterdam,73.31995739081184
41.08,16.4,0.16,Headphones,2021,Q3,Jul,Sat,20,France,Bank Transfer,Furniture,FedEx,Amsterdam,72.56681232889422
78.79,8.57,0.08,Notebook,2020,Q3,Jul,Fri,20,Spain,Bank Transfer,Stationery,UPS,Rome,74.45761263677413
72.37,18.11,0.47,USB Cable,2020,Q3,Sep,Sun,5,Sweden,Credit Card,Apparel,UPS,Berlin,74.32196265299038
62.27,13.17,0.4,USB Cable,2021,Q3,Sep,Tue,16,Norway,paypall,Stationery,DHL,Paris,65.72693942661503
61.04,18.37,0.26,Headphones,2021,Q3,Jul,Wed,3,Netherlands,paypall,Stationery,DHL,Rome,74.86902166040248
93.53,17.4,0.2,Headphones,2022,Q1,Mar,Tue,8,Portugal,Credit Card,Furniture,FedEx,London,73.03540124022292
80.85,11.03,0.33,Desk Lamp,2021,Q2,May,Mon,3,Portugal,Credit Card,Stationery,Royal Mail,Amsterdam,55.25258903084933
30.9,21.4,0.19,Headphones,2020,Q2,Jun,Wed,1,Netherlands,Bank Transfer,Furniture,DHL,Berlin,73.99325770548808
86.6,28.74,0.32,Headphones,2021,Q2,Jun,Mon,12,Netherlands,paypall,Accessories,UPS,Amsterdam,62.914683169704624
94.89,17.32,0.4,Blue Pen,2020,Q1,Feb,Sat,3,France,paypall,Apparel,FedEx,Berlin,72.05260570477475
50.94,28.0,0.18,Blue Pen,2020,Q4,Oct,Thu,13,Germany,paypall,Stationery,DHL,Amsterdam,72.53685316941643
44.95,13.43,0.19,Notebook,2021,Q2,Apr,Tue,22,Netherlands,Credit Card,Accessories,Royal Mail,Amsterdam,72.34020169264848
4.52,19.63,0.36,Headphones,2022,Q2,Apr,Sun,8,United Kingdom,Bank Transfer,Accessories,DHL,Rome,72.65717867197573
4.64,29.19,0.32,Backpack,2021,Q2,Apr,Wed,20,Norway,paypall,Apparel,FedEx,London,69.64123680854607
36.94,7.88,0.45,Blue Pen,2020,Q2,Apr,Thu,14,Australia,Credit Card,Stationery,DHL,Rome,74.35623688614439
67.26,26.86,0.41,Wireless Mouse,2020,Q3,Sep,Wed,2,Norway,paypall,Stationery,DHL,Rome,72.12005210182596
57.36,9.76,0.3,Blue Pen,2020,Q2,May,Fri,5,Spain,paypall,Stationery,DHL,Rome,74.5124336989885
73.8,16.38,0.33,White Mug,2020,Q1,Jan,Sat,3,Spain,Bank Transfer,Apparel,UPS,Paris,74.37827636760056
79.83,6.11,0.5,Blue Pen,2020,Q1,Feb,Thu,7,Germany,Bank Transfer,Apparel,UPS,Rome,73.82250884743962
8.64,12.33,0.32,Office Chair,2021,Q4,Dec,Mon,5,United States,Bank Transfer,Stationery,DHL,Amsterdam,73.86189580438446
86.45,22.01,0.15,Notebook,2020,Q2,May,Sun,3,Sweden,Bank Transfer,Stationery,UPS,London,71.60852261217701
52.0,24.2,0.19,Blue Pen,2021,Q3,Aug,Sun,11,Norway,Credit Card,Apparel,FedEx,Amsterdam,72.87667246157618
94.59,26.22,0.32,Desk Lamp,2020,Q4,Nov,Mon,5,Netherlands,Credit Card,Furniture,Royal Mail,London,75.02474956026644
73.29,9.57,0.32,Notebook,2020,Q4,Oct,Tue,11,Australia,Bank Transfer,Furniture,UPS,Berlin,73.5682027664977
58.96,6.0,0.38,T-shirt,2022,Q3,Jul,Fri,20,Spain,Bank Transfer,Accessories,DHL,London,73.40253515023495
68.94,17.32,0.4,White Mug,2022,Q3,Aug,Wed,15,Portugal,Credit Card,Furniture,Royal Mail,Paris,73.1119752013708
73.81,26.44,0.17,Office Chair,2020,Q1,Jan,Fri,20,Germany,Bank Transfer,Apparel,DHL,Berlin,74.24432153380009
94.17,25.18,0.06,Office Chair,2021,Q2,Apr,Sat,10,Norway,Bank Transfer,Apparel,DHL,Berlin,74.21649408024948
78.26,18.96,0.29,T-shirt,2021,Q2,Jun,Fri,6,France,paypall,Electronics,UPS,London,73.10374406275834
93.39,16.24,0.22,Blue Pen,2022,Q2,Apr,Tue,0,Italy,paypall,Apparel,FedEx,London,74.11885377952474
93.63,17.512863414147464,0.0,Desk Lamp,2020,Q1,Feb,Tue,23,Sweden,Bank Transfer,Electronics,DHL,Amsterdam,23.123430447999993
72.24,5.0,0.39,USB Cable,2022,Q1,Mar,Tue,12,United Kingdom,paypall,Electronics,FedEx,Amsterdam,73.49004191851454
87.26,19.95,0.23,Headphones,2020,Q1,Feb,Wed,19,United States,Credit Card,Stationery,Royal Mail,Paris,74.78862363250644
4.05,26.68,0.14,Desk Lamp,2020,Q1,Mar,Tue,6,Netherlands,Bank Transfer,Furniture,UPS,Rome,74.34461625653076
97.3,10.47,0.13,USB Cable,2022,Q3,Jul,Sat,16,United States,Credit Card,Apparel,DHL,Paris,74.45009413066005
17.1,26.35,0.45,Notebook,2021,Q4,Dec,Tue,2,Spain,Bank Transfer,Apparel,DHL,Rome,73.48477998504441
83.37,15.25,0.15,USB Cable,2021,Q1,Feb,Wed,1,Belgium,Bank Transfer,Accessories,FedEx,Paris,73.91963239298272
60.98,19.45,0.37,Backpack,2022,Q3,Sep,Mon,6,Netherlands,Credit Card,Apparel,UPS,Paris,73.7550387708634
31.39,16.41,0.11,Wall Clock,2021,Q1,Jan,Sat,5,Norway,Bank Transfer,Accessories,Royal Mail,Amsterdam,54.839843063122764
81.43,18.85,0.21,Office Chair,2022,Q4,Oct,Tue,21,France,paypall,Stationery,DHL,Berlin,71.59208549584811
51.28,26.7,0.48,Backpack,2021,Q1,Mar,Wed,20,United Kingdom,paypall,Furniture,FedEx,Berlin,74.03261446190962
23.2,9.16,0.3,Blue Pen,2020,Q2,Apr,Wed,22,Netherlands,Credit Card,Electronics,UPS,London,74.140267794828
15.62,15.02,0.48,T-shirt,2021,Q1,Jan,Sun,3,Italy,Credit Card,Electronics,DHL,Rome,73.20160628468139
98.37,23.68,0.07,Headphones,2021,Q3,Sep,Wed,17,Portugal,paypall,Electronics,UPS,London,74.20418325373352
31.23,19.54,0.24,Wireless Mouse,2021,Q2,May,Sun,2,Portugal,Bank Transfer,Apparel,DHL,Paris,74.00632752080651
56.08,9.69,0.38,Wall Clock,2020,Q4,Nov,Sun,0,France,Bank Transfer,Electronics,FedEx,London,72.53147993080002
51.17,29.54,0.17,USB Cable,2022,Q1,Feb,Mon,20,Portugal,Bank Transfer,Apparel,Royal Mail,Paris,73.47230950296952
36.33,17.67,0.33,T-shirt,2021,Q1,Feb,Thu,18,Norway,Bank Transfer,Accessories,FedEx,London,75.1152513462703
92.81,29.86,0.02,Wall Clock,2021,Q1,Mar,Fri,7,Belgium,paypall,Furniture,UPS,London,72.73512867126182
68.31,5.98,0.41,Notebook,2021,Q4,Dec,Fri,23,Sweden,Bank Transfer,Accessories,FedEx,London,70.64785543043585
71.08,23.38,0.2,Backpack,2021,Q4,Nov,Mon,1,Australia,paypall,Furniture,FedEx,Paris,74.65983690902371
50.13,13.01,0.46,Wall Clock,2022,Q1,Mar,Mon,1,Netherlands,Bank Transfer,Furniture,FedEx,Amsterdam,58.41816228619439
82.88,9.54,0.29,Desk Lamp,2022,Q4,Dec,Fri,22,Italy,Credit Card,Electronics,UPS,Amsterdam,72.33836635767553
77.91,18.12,0.34,USB Cable,2020,Q1,Jan,Sat,10,Sweden,Credit Card,Accessories,UPS,Amsterdam,67.49355145325593
12.68,15.23,0.44,Backpack,2020,Q2,Jun,Fri,4,Australia,Bank Transfer,Accessories,Royal Mail,Berlin,73.66961469695428
78.26,10.96,0.36,Notebook,2020,Q4,Oct,Thu,3,Netherlands,Bank Transfer,Accessories,DHL,London,73.59218861642668
71.78,28.88,0.16,Desk Lamp,2022,Q1,Mar,Thu,16,Australia,paypall,Accessories,DHL,Berlin,74.05965668391376
40.54,8.79,0.12,Desk Lamp,2020,Q3,Jul,Thu,15,Australia,Credit Card,Accessories,Royal Mail,Rome,73.96472513597394
63.29,24.84,0.12,Backpack,2021,Q4,Nov,Sat,4,Spain,paypall,Stationery,UPS,London,74.17984987755437
24.3,26.03,0.22,Office Chair,2022,Q4,Nov,Wed,5,Norway,Credit Card,Accessories,UPS,Rome,73.18789870722455
-56.13,17.512863414147464,1.734907909,Wall Clock,2021,Q4,Nov,Tue,23,United States,Credit Card,Accessories,UPS,Amsterdam,24.83689804187115
42.03,10.55,0.14,White Mug,2021,Q3,Jul,Sat,6,Norway,Credit Card,Stationery,DHL,Berlin,73.95571207512475
60.67,16.91,0.2,Office Chair,2020,Q4,Nov,Thu,22,Norway,Credit Card,Apparel,FedEx,London,73.72169612228326
65.73,19.84,0.37,Blue Pen,2020,Q3,Jul,Fri,1,France,paypall,Electronics,FedEx,Paris,73.81563570854016
60.98,21.85,0.26,Headphones,2020,Q2,May,Mon,9,Netherlands,paypall,Accessories,FedEx,Berlin,73.8187618410447
80.67,11.53,0.45,Blue Pen,2022,Q3,Sep,Sun,2,Australia,Bank Transfer,Apparel,FedEx,Rome,74.38727688726779
72.27,11.03,0.38,Desk Lamp,2021,Q2,Jun,Wed,11,United Kingdom,Bank Transfer,Accessories,FedEx,Amsterdam,57.28510377154321
26.96,29.18,0.38,USB Cable,2022,Q2,Jun,Wed,21,Portugal,Bank Transfer,Electronics,DHL,Paris,73.5014129518246
51.32,15.96,0.33,Office Chair,2021,Q3,Jul,Fri,20,Portugal,paypall,Electronics,FedEx,Paris,73.91028467067693
5.45,17.55,0.27,Office Chair,2020,Q2,May,Thu,17,Australia,Credit Card,Apparel,DHL,London,72.26314085866024
55.2,28.27,0.49,Blue Pen,2020,Q1,Mar,Sat,16,Belgium,Bank Transfer,Electronics,UPS,Paris,74.24088612456815
22.17,21.23,0.27,Wall Clock,2021,Q1,Mar,Fri,2,United Kingdom,paypall,Furniture,Royal Mail,Berlin,74.5017903482853
13.54,8.88,0.44,Backpack,2022,Q3,Aug,Thu,5,Netherlands,Bank Transfer,Apparel,FedEx,Berlin,69.9088831134199
28.68,27.07,0.35,Office Chair,2021,Q3,Sep,Mon,9,Sweden,Bank Transfer,Stationery,FedEx,Rome,74.56510402392078
79.42,17.512863414147464,0.46,Notebook,2020,Q2,May,Wed,1,Germany,Credit Card,Accessories,Royal Mail,Amsterdam,33.35353323794212
64.16,5.01,0.14,Headphones,2022,Q1,Jan,Sun,1,Germany,Bank Transfer,Electronics,DHL,Berlin,73.77962958229973
4.95,26.56,0.2,White Mug,2021,Q4,Nov,Thu,2,Belgium,paypall,Stationery,Royal Mail,Amsterdam,74.01263930123021
82.28,26.94,0.5,Wall Clock,2021,Q1,Mar,Tue,5,Germany,paypall,Accessories,UPS,Amsterdam,73.05081451425812
33.73,25.65,0.42,Desk Lamp,2021,Q1,Feb,Tue,11,Australia,Bank Transfer,Electronics,Royal Mail,Amsterdam,73.37430936721853
15.47,6.22,0.43,White Mug,2021,Q4,Oct,Sat,14,Netherlands,Credit Card,Apparel,Royal Mail,London,72.49453626083874
40.82,13.94,0.26,White Mug,2021,Q3,Aug,Thu,16,United States,Bank Transfer,Apparel,DHL,Paris,73.60056329207455
88.63,12.64,0.14,White Mug,2022,Q4,Nov,Mon,16,Portugal,paypall,Stationery,UPS,Amsterdam,73.69273577518399
53.8,20.97,0.44,Office Chair,2022,Q4,Oct,Thu,20,United States,paypall,Stationery,FedEx,Rome,73.34429243885778
72.83,22.48,0.36,T-shirt,2022,Q3,Aug,Sun,17,Italy,paypall,Furniture,Royal Mail,London,73.71354017056947
43.37,28.87,0.4,Wall Clock,2022,Q1,Jan,Mon,13,Netherlands,Credit Card,Stationery,DHL,London,73.77303658847892
83.72,21.7,0.34,T-shirt,2021,Q1,Feb,Sat,13,Belgium,Credit Card,Furniture,DHL,London,73.7584498081646
35.34,21.38,0.26,Notebook,2020,Q4,Dec,Sun,12,France,Credit Card,Accessories,UPS,Berlin,74.01504984468833
75.82,19.66,0.4,Notebook,2020,Q4,Dec,Sat,5,France,paypall,Accessories,Royal Mail,Berlin,73.05149224146807
6.26,12.9,0.14,Notebook,2020,Q4,Nov,Wed,22,Germany,paypall,Apparel,Royal Mail,Rome,73.96025209621209
89.13,28.52,0.21,Blue Pen,2020,Q4,Nov,Sun,4,Australia,Bank Transfer,Apparel,FedEx,Amsterdam,59.696174839348835
73.81,15.72,0.11,Headphones,2020,Q4,Dec,Sun,4,Spain,Bank Transfer,Apparel,FedEx,Amsterdam,73.0544709840729
9.94,24.22,0.21,Desk Lamp,2021,Q1,Jan,Fri,19,Italy,Credit Card,Apparel,DHL,Amsterdam,72.68705743881456
58.33,17.512863414147464,0.21,USB Cable,2020,Q1,Mar,Mon,17,Germany,Bank Transfer,Stationery,DHL,Amsterdam,23.923285537031454
83.09,5.34,0.15,Blue Pen,2020,Q1,Jan,Tue,2,Spain,paypall,Electronics,UPS,Amsterdam,72.91662045285838
13.52,21.3,0.37,Wall Clock,2020,Q2,Apr,Mon,5,Norway,Credit Card,Accessories,Royal Mail,London,73.80864179485923
-30.33,17.512863414147464,1.814448946,Office Chair,2021,Q4,Nov,Sat,3,United Kingdom,paypall,Stationery,DHL,Amsterdam,25.54233213269483
82.66,24.4,0.01,T-shirt,2022,Q2,Apr,Sat,2,Norway,Credit Card,Stationery,Royal Mail,Amsterdam,72.89668123188191
