UnitPrice,ShippingCost,Discount,Description,Year,Quarter,Month,DateofWeek,Hour,Country,PaymentMethod,Category,ShipmentProvider,WarehouseLocation,Quantity
0.39607083507731744,-1.352887997990096,-0.4626001258830786,Headphones,2020,Q3,Aug,Wed,3,Sweden,Credit Card,Stationery,Royal Mail,London,24
-0.39145261307774626,-0.4978250370969739,0.9330588199158764,T-shirt,2022,Q4,Dec,Wed,23,Portugal,Bank Transfer,Apparel,FedEx,London,24
0.3148232459515827,-0.7828460240613482,0.07765494991006518,Wall Clock,2020,Q2,Apr,Fri,16,Germany,Credit Card,Stationery,UPS,Paris,24
-1.393506212295144,1.4179130394645647,-0.507621382199174,Office Chair,2020,Q2,May,Fri,16,United States,Bank Transfer,Stationery,FedEx,Amsterdam,24
0.6282502751632193,-0.42408826434997177,0.12267620622616054,Office Chair,2020,Q3,Jul,Sun,7,Netherlands,paypall,Apparel,FedEx,Paris,24
-0.3908440169045199,-1.0409247286758558,-0.3275363569347926,Wall Clock,2020,Q4,Dec,Tue,23,Sweden,paypall,Stationery,Royal Mail,London,24
1.4662872056960812,-1.0380886989548173,0.302761231490542,Wireless Mouse,2020,Q4,Dec,Thu,9,Australia,paypall,Stationery,Royal Mail,Amsterdam,24
1.1912017353977125,1.6391233577055717,-1.0478764579923179,USB Cable,2022,Q4,Nov,Thu,18,Netherlands,Bank Transfer,Electronics,DHL,London,24
-0.399972959502917,1.3541023707411974,0.39280374412273245,Office Chair,2020,Q3,Sep,Thu,15,Sweden,Credit Card,Electronics,FedEx,Rome,24
1.3536969136491823,1.300217806041465,0.1676974625422559,Wall Clock,2021,Q3,Aug,Fri,23,Belgium,Credit Card,Electronics,UPS,Amsterdam,24
1.3969072419482624,-0.008609910217824583,0.07765494991006518,White Mug,2020,Q3,Sep,Fri,1,France,paypall,Apparel,Royal Mail,missing,-25
-0.07041813170077868,-1.5457380190207173,-0.19247258798650663,Office Chair,2021,Q4,Dec,Fri,5,Norway,Credit Card,Furniture,FedEx,Amsterdam,24
0.07229767092083059,-1.5301398555550054,-0.5976638948313645,White Mug,2021,Q3,Sep,Tue,10,Germany,Bank Transfer,Apparel,FedEx,Paris,24
-0.08928461307079945,1.4491093663959889,0.12267620622616054,T-shirt,2022,Q3,Sep,Thu,0,Germany,Credit Card,Stationery,DHL,Amsterdam,24
0.17667191462917173,1.3583564153227554,0.12267620622616054,Office Chair,2020,Q2,May,Wed,22,Norway,Bank Transfer,Accessories,UPS,Amsterdam,24
0.3875504886521467,1.1711784537342111,-0.28251510061869733,T-shirt,2021,Q3,Sep,Tue,5,Germany,Bank Transfer,Electronics,DHL,London,24
-0.1994405204247923,-0.6764949095224027,-0.23749384430260198,White Mug,2022,Q4,Dec,Thu,22,Spain,Bank Transfer,Stationery,DHL,London,24
0.8677328693278389,1.558296510655973,0.07765494991006518,White Mug,2020,Q1,Mar,Sun,7,Netherlands,Bank Transfer,Furniture,UPS,Rome,24
-0.6233277550770349,-1.622310821488758,-0.5976638948313645,Headphones,2020,Q3,Sep,Tue,3,Sweden,Bank Transfer,Electronics,UPS,London,24
-0.08045996855901554,1.341340236996524,-0.7777489200957458,Desk Lamp,2022,Q2,Jun,Wed,5,Spain,Credit Card,Stationery,Royal Mail,Amsterdam,24
0.7502738078951284,1.217972944131347,-0.6426851511474598,Office Chair,2020,Q1,Mar,Sat,23,Australia,Credit Card,Stationery,UPS,Rome,24
-1.086165144815772,1.735548368220882,0.572888769387114,Notebook,2022,Q2,May,Sat,16,Norway,paypall,Apparel,UPS,Rome,24
0.2563980133218406,-1.1061534122597425,0.7979950509675905,USB Cable,2022,Q2,Apr,Thu,7,Spain,Credit Card,Apparel,UPS,Berlin,24
-0.5798131286913416,0.39552432503016866,-0.7777489200957458,USB Cable,2020,Q1,Mar,Tue,10,United Kingdom,Credit Card,Electronics,Royal Mail,Berlin,24
0.9234194191780617,0.9967626258903405,-1.0478764579923179,T-shirt,2020,Q4,Oct,Sun,14,Australia,Bank Transfer,Electronics,Royal Mail,Berlin,24
-1.3518173744291302,1.3966428165567757,0.572888769387114,Wall Clock,2021,Q1,Mar,Fri,21,United States,Bank Transfer,Furniture,UPS,Rome,24
-0.40119015184936996,0.8776493776067215,-0.7327276637796506,Backpack,2022,Q2,May,Sun,7,Sweden,Credit Card,Accessories,Royal Mail,Berlin,24
-0.18026974096815812,-1.690375534793683,0.5278675130710185,Desk Lamp,2020,Q3,Aug,Tue,15,Portugal,Bank Transfer,Electronics,Royal Mail,London,24
0.1164208934797504,-0.21422206499311916,0.25773997517444663,Office Chair,2021,Q3,Jul,Fri,20,Portugal,paypall,Electronics,FedEx,Paris,24
1.3679989237200045,-0.4453584872577609,0.8880375635997809,T-shirt,2021,Q1,Jan,Sun,13,Sweden,Credit Card,Electronics,Royal Mail,Paris,24
1.5028029760896695,1.7256222641972472,-0.8677914327279365,Blue Pen,2020,Q2,May,Thu,13,Spain,Bank Transfer,Electronics,DHL,Paris,24
-0.5792045325181151,0.8450350358147781,-0.4626001258830786,Wall Clock,2020,Q2,Apr,Sun,3,France,paypall,Stationery,DHL,London,24
0.6811981422339228,-0.8792710345766588,0.3477824878066371,Desk Lamp,2022,Q4,Oct,Sun,4,France,Credit Card,Stationery,Royal Mail,Amsterdam,24
0.5387866376989269,1.3427582518570433,-0.8677914327279365,T-shirt,2022,Q4,Dec,Sun,16,United Kingdom,Bank Transfer,Electronics,DHL,Paris,24
0.2232295218809974,0.25797688355979875,0.3477824878066371,Wall Clock,2021,Q2,Apr,Mon,17,Italy,Credit Card,Electronics,FedEx,Amsterdam,24
0.8969454856427097,-1.4322968301791752,-0.3275363569347926,Office Chair,2021,Q4,Dec,Fri,22,Germany,paypall,Apparel,DHL,Amsterdam,24
-0.3004674851803878,-1.6847034753516061,-1.2279614832566992,Wall Clock,2022,Q4,Nov,Mon,10,Spain,Bank Transfer,Accessories,DHL,Amsterdam,24
-0.9967015073514797,-1.7329159806092616,-0.0123875627221253,Desk Lamp,2022,Q3,Sep,Mon,0,Italy,paypall,Apparel,Royal Mail,Amsterdam,24
1.0156217394218734,1.2761115534126373,-1.1379189706245083,Wireless Mouse,2022,Q2,Apr,Wed,2,Netherlands,Bank Transfer,Accessories,Royal Mail,missing,25
0.4566261543133522,-0.7913541132244636,-0.5526426385152693,Wireless Mouse,2021,Q4,Nov,Wed,17,Germany,Bank Transfer,Apparel,UPS,Berlin,24
0.5640433788878257,-1.036670684094298,-1.0028552016762224,Wireless Mouse,2022,Q4,Oct,Sat,0,Portugal,Credit Card,Apparel,DHL,Amsterdam,24
-1.1500677430045525,-1.6861214902121253,-1.0028552016762224,T-shirt,2020,Q4,Nov,Wed,2,Netherlands,Bank Transfer,Furniture,Royal Mail,Berlin,24
1.0843931069964652,-1.140185768912205,0.7079525383353997,Wireless Mouse,2021,Q3,Jul,Fri,13,Portugal,Credit Card,Electronics,Royal Mail,Amsterdam,24
-0.3150737933378232,-0.6679868203592869,-1.1379189706245083,Office Chair,2020,Q4,Dec,Thu,1,Norway,paypall,Furniture,FedEx,Paris,24
1.3771278663184017,-0.8012802172480986,-0.4175788695669833,Headphones,2021,Q4,Nov,Wed,10,Australia,paypall,Stationery,FedEx,Berlin,24
-3.844627299964788,-0.008609910217824583,5.521362501591949,White Mug,2020,Q4,Nov,Sun,15,Spain,Bank Transfer,Electronics,FedEx,missing,-25
-1.2757428527758203,1.2236450035734245,-0.6877064074635553,T-shirt,2020,Q4,Nov,Sat,5,Netherlands,Credit Card,Apparel,UPS,London,24
1.490935350711753,1.217972944131347,-1.0478764579923179,Headphones,2020,Q4,Nov,Fri,19,Portugal,Bank Transfer,Apparel,DHL,Berlin,24
0.4265006437386414,-1.7556042183775697,0.07765494991006518,USB Cable,2022,Q1,Jan,Fri,10,Italy,Credit Card,Furniture,FedEx,Berlin,24
-0.2469110219364575,-1.5514100784627942,-0.28251510061869733,Desk Lamp,2021,Q2,Jun,Tue,15,Portugal,Credit Card,Apparel,Royal Mail,Paris,24
1.1476871090120189,-0.7218713850590192,-0.0123875627221253,T-shirt,2020,Q3,Jul,Sat,10,Germany,paypall,Electronics,DHL,Berlin,24
0.8677328693278389,-0.059658445196518355,-1.0478764579923179,Headphones,2021,Q3,Aug,Sat,14,Norway,Bank Transfer,Stationery,FedEx,Amsterdam,24
0.7606199428399782,0.6621111188077919,-0.5976638948313645,Desk Lamp,2022,Q2,May,Tue,7,Belgium,Bank Transfer,Electronics,DHL,London,24
1.2319776790038865,-0.2042959609694842,-1.0028552016762224,Headphones,2021,Q4,Oct,Tue,20,Australia,Bank Transfer,Furniture,UPS,Amsterdam,24
0.8738188310601034,1.7369663830814013,-1.1829402269406037,Headphones,2020,Q1,Mar,Mon,19,Norway,Bank Transfer,Furniture,Royal Mail,Paris,24
0.17788910697562488,-1.5471560338812367,0.25773997517444663,Headphones,2021,Q4,Dec,Wed,5,United Kingdom,Credit Card,Apparel,UPS,Amsterdam,24
-0.08776312263773334,0.1530437838813727,-0.37255761325088793,White Mug,2020,Q1,Feb,Sun,7,Sweden,paypall,Furniture,FedEx,Rome,24
-0.333940274707844,-0.6367904934278628,-0.23749384430260198,Blue Pen,2020,Q2,Apr,Thu,13,France,Credit Card,Stationery,Royal Mail,London,24
-0.4483563552744222,-0.658060716335652,0.032633693593970066,Office Chair,2022,Q3,Jul,Mon,22,United States,Bank Transfer,Furniture,DHL,London,24
0.3607722570301818,0.35156586435407083,-1.2279614832566992,Wall Clock,2020,Q4,Nov,Sat,8,United States,Credit Card,Electronics,Royal Mail,Amsterdam,24
1.0856102993429182,-0.42692429407101024,-0.8677914327279365,Wireless Mouse,2021,Q2,Apr,Fri,4,Norway,Credit Card,Electronics,DHL,Berlin,24
