UnitPrice,ShippingCost,Discount,Description,Year,Quarter,Month,DateofWeek,Hour,Country,PaymentMethod,Category,ShipmentProvider,WarehouseLocation,Quantity
18.39,6.83,0.46,Headphones,2023,Q3,Sep,Thu,6,United Kingdom,paypall,Electronics,DHL,Berlin,73.59963304281152
64.63,23.29,0.09,Office Chair,2021,Q1,Feb,Sat,4,Netherlands,paypall,Stationery,UPS,London,73.690997372814
68.95,18.1,0.45,White Mug,2020,Q1,Jan,Sat,19,United States,Bank Transfer,Stationery,UPS,Amsterdam,70.7456298174536
35.17,24.67,0.05,White Mug,2021,Q4,Nov,Sun,9,Germany,Credit Card,Stationery,Royal Mail,Berlin,73.8366371473437
48.94,22.28,0.45,USB Cable,2020,Q3,Aug,Sun,18,Sweden,Credit Card,Apparel,FedEx,Amsterdam,72.97272287734836
55.16,27.6,0.29,White Mug,2022,Q2,Jun,Tue,21,Germany,Credit Card,Stationery,DHL,Amsterdam,73.08270435999033
90.74,27.55,0.22,Office Chair,2022,Q2,Apr,Wed,17,Portugal,Bank Transfer,Furniture,UPS,Paris,73.43420859254803
48.15,5.34,0.06,Wireless Mouse,2021,Q3,Aug,Thu,3,Australia,paypall,Furniture,FedEx,Paris,73.624219311355
89.13,25.62,0.5,Blue Pen,2024,Q3,Aug,Tue,6,Portugal,Bank Transfer,Accessories,Royal Mail,Rome,73.29711148060619
78.55,18.54,0.07,Wall Clock,2021,Q4,Oct,Tue,8,France,paypall,Accessories,FedEx,London,74.01980503697813
51.7,5.06,0.38,Wall Clock,2020,Q4,Oct,Thu,3,Norway,paypall,Accessories,FedEx,Paris,73.99789232077438
63.99,16.01,0.29,USB Cable,2022,Q2,Jun,Thu,7,Spain,Bank Transfer,Apparel,FedEx,Amsterdam,73.24755006019559
63.13,26.22,0.17,Backpack,2021,Q2,May,Mon,10,Sweden,Bank Transfer,Apparel,FedEx,Paris,73.6432261793944
73.73,6.7,0.35,Office Chair,2024,Q4,Nov,Mon,2,Portugal,Credit Card,Apparel,UPS,London,73.47829642766156
30.95,22.41,0.49,Office Chair,2024,Q2,Jun,Wed,22,Norway,Bank Transfer,Electronics,Royal Mail,Berlin,73.51669935012423
68.47,14.25,0.35,Office Chair,2020,Q2,May,Sun,17,United Kingdom,Bank Transfer,Apparel,Royal Mail,Berlin,73.87381945264171
74.82,24.12,0.36,T-shirt,2021,Q3,Jul,Mon,12,Sweden,Bank Transfer,Accessories,DHL,Amsterdam,73.37636267705864
35.34,9.39,0.49,Wall Clock,2023,Q4,Nov,Tue,18,Netherlands,Credit Card,Stationery,DHL,Berlin,73.84201906441422
2.66,28.77,0.13,Headphones,2020,Q4,Oct,Thu,21,United Kingdom,Credit Card,Stationery,FedEx,Paris,74.00062198209874
-89.92,17.495011551501694,1.3518329,Blue Pen,2021,Q2,Apr,Fri,5,Norway,Credit Card,Furniture,DHL,Amsterdam,24.355387925812572
25.0,12.23,0.2,USB Cable,2021,Q4,Oct,Sun,10,Netherlands,Credit Card,Apparel,UPS,Amsterdam,73.57962637996759
82.88,14.08,0.12,Blue Pen,2022,Q1,Feb,Mon,0,United Kingdom,Credit Card,Furniture,FedEx,Amsterdam,73.16365930718888
66.56,9.01,0.33,Headphones,2023,Q1,Jan,Tue,0,Portugal,Credit Card,Electronics,FedEx,Amsterdam,73.55125361935335
87.59,18.15,0.18,White Mug,2020,Q2,Jun,Tue,3,United Kingdom,paypall,Accessories,FedEx,Amsterdam,71.20643615816103
17.51,16.4,0.12,Wall Clock,2024,Q4,Dec,Tue,2,Portugal,Credit Card,Apparel,Royal Mail,Paris,74.01366535207704
77.2,21.92,0.39,Office Chair,2023,Q3,Jul,Sun,3,Netherlands,Bank Transfer,Accessories,FedEx,Berlin,73.36828299441383
47.43,13.25,0.45,Desk Lamp,2021,Q1,Feb,Thu,15,Netherlands,paypall,Stationery,Royal Mail,Paris,73.6147336309186
72.41,7.2,0.35,T-shirt,2021,Q4,Nov,Wed,21,Portugal,Bank Transfer,Furniture,DHL,Paris,73.93646345603626
12.67,13.69,0.34,Blue Pen,2021,Q1,Mar,Thu,18,Australia,Bank Transfer,Stationery,DHL,Paris,73.77560766890842
